system:index,class_name,label,lat,lon,run_tag,sample_id,season,tile_id,unique_id,weight,.geo,NDVI_AUC,NDVI_drop,NDVI_peak,NDVI_slopeEarly,NDWI_AUC,NDWI_drop,NDWI_peak,GNDVI_AUC,GNDVI_drop,SAVI_AUC,MSAVI2_AUC,h_NDVI_drop,h_NDWI_drop,h_AUC_z,h_NDVI_AUC_cur
1_1_1070,healthy,0,30.716902993654507,75.5245100394226,rabi_2023_24,1_1_1070,2023-11-01_to_2024-04-15,1,sample_1_1_1070,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",100.189255,0.0035762787,0.8765224,0.011067207,43.277767,0.0022819042,0.5144319,90.164764,0.0,150.26332,114.85549,0.0035762787,0.0022819042,1.853213,100.189255
1_1_1077,healthy,0,30.841229828976648,75.40844770471435,rabi_2023_24,1_1_1077,2023-11-01_to_2024-04-15,1,sample_1_1_1077,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",89.04584,0.01040256,0.8971801,-9999.0,39.920612,0.0041413903,0.55362946,86.68466,0.023496509,133.55232,104.98686,0.01040256,0.0041413903,-1.2554128,89.04584
1_1_1078,healthy,0,30.764693366769663,75.54588994318463,rabi_2023_24,1_1_1078,2023-11-01_to_2024-04-15,1,sample_1_1_1078,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",96.29821,0.0036090016,0.88988984,0.01994703,44.02338,0.0017861128,0.5551939,92.62824,0.0,144.4297,112.825325,0.0036090016,0.0017861128,0.6404524,96.29821
1_1_1081,healthy,0,30.84140949203347,75.40934601999847,rabi_2023_24,1_1_1081,2023-11-01_to_2024-04-15,1,sample_1_1_1081,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",89.804214,0.014687479,0.898244,-9999.0,37.500244,0.0037887692,0.54879946,89.05954,0.0074573755,134.68993,105.120384,0.014687479,0.0037887692,-1.3962581,89.804214
1_1_1082,healthy,0,30.80368025010045,75.50923867959256,rabi_2023_24,1_1_1082,2023-11-01_to_2024-04-15,1,sample_1_1_1082,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",93.578445,0.0053312182,0.876592,0.023428878,37.5439,0.004107535,0.54642844,90.15689,0.0035137534,140.34921,109.56511,0.0053312182,0.004107535,1.2484077,93.578445
1_1_1084,healthy,0,30.756428866155765,75.59098537044743,rabi_2023_24,1_1_1084,2023-11-01_to_2024-04-15,1,sample_1_1_1084,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",102.515564,0.0038846731,0.9005824,0.016371105,50.089607,7.987022e-06,0.57802844,95.45038,0.013213575,153.75525,118.0921,0.0038846731,7.987022e-06,-0.44014755,102.515564
1_1_1085,healthy,0,30.866921646102465,75.3788033003384,rabi_2023_24,1_1_1085,2023-11-01_to_2024-04-15,1,sample_1_1_1085,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",73.57386,0.006501138,0.89762753,-9999.0,25.807781,0.003566742,0.5501905,77.83571,0.009476423,110.34517,88.73389,0.006501138,0.003566742,-3.3788054,73.57386
1_1_1086,healthy,0,30.86314872190916,75.66123362566557,rabi_2023_24,1_1_1086,2023-11-01_to_2024-04-15,1,sample_1_1_1086,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",87.36985,0.0,0.8986137,-9999.0,30.654875,0.0,0.51989603,86.62014,0.015032291,131.03804,101.670944,0.0,0.0,-0.33322027,87.36985
1_1_1090,healthy,0,30.82290419718061,75.6741693657569,rabi_2023_24,1_1_1090,2023-11-01_to_2024-04-15,1,sample_1_1_1090,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",91.94445,0.010414958,0.84806204,0.018935151,27.726484,0.0,0.4304,87.815346,0.010558248,137.8968,110.14367,0.010414958,0.0,1.2200277,91.94445
1_1_1091,healthy,0,30.72947940763218,75.47636034019378,rabi_2023_24,1_1_1091,2023-11-01_to_2024-04-15,1,sample_1_1_1091,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",89.071884,0.0051478744,0.8910822,-9999.0,38.72337,0.0021452904,0.56170917,85.72652,0.007211089,133.59177,103.88411,0.0051478744,0.0021452904,0.64820427,89.071884
1_1_1092,healthy,0,30.74978133305328,75.65494541867675,rabi_2023_24,1_1_1092,2023-11-01_to_2024-04-15,1,sample_1_1_1092,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",104.298965,0.01556015,0.9124867,0.01978904,40.848213,0.0,0.5347991,97.46499,0.016987383,156.42792,118.06455,0.01556015,0.0,0.7092499,104.298965
1_1_1095,healthy,0,30.74421177829174,75.62619932958492,rabi_2023_24,1_1_1095,2023-11-01_to_2024-04-15,1,sample_1_1_1095,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",106.7814,0.00046771765,0.90595794,0.019837381,47.106655,0.0,0.5390269,101.609955,0.008400321,160.15363,120.411934,0.00046771765,0.0,1.3012085,106.7814
1_1_1096,healthy,0,30.85200961238608,75.4539024580908,rabi_2023_24,1_1_1096,2023-11-01_to_2024-04-15,1,sample_1_1_1096,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",94.34021,0.0,0.897784,0.020997168,31.500895,0.0030171275,0.51955616,93.73387,0.00063866377,141.49113,110.51923,0.0,0.0030171275,1.3930262,94.34021
1_1_1097,healthy,0,30.85650118880668,75.64955552697202,rabi_2023_24,1_1_1097,2023-11-01_to_2024-04-15,1,sample_1_1_1097,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",95.79251,0.017929792,0.925456,-9999.0,43.249672,0.007944047,0.5372559,90.568214,0.018885136,143.67307,108.905685,0.017929792,0.007944047,-0.76724726,95.79251
1_1_1108,healthy,0,30.726604798722995,75.54067971453674,rabi_2023_24,1_1_1108,2023-11-01_to_2024-04-15,1,sample_1_1_1108,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",101.000145,0.0018520951,0.8892002,0.018892676,49.181583,0.007581979,0.50593245,100.70786,0.009866297,151.48462,117.92834,0.0018520951,0.007581979,1.8232421,101.000145
1_1_1116,healthy,0,30.85919613465904,75.43701413074935,rabi_2023_24,1_1_1116,2023-11-01_to_2024-04-15,1,sample_1_1_1116,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",88.30568,0.0037347078,0.85954744,0.016717892,28.18383,0.0,0.490488,83.88285,0.002693355,132.43741,105.50163,0.0037347078,0.0,0.4989695,88.30568
1_1_1120,healthy,0,30.745469419689503,75.43917008743124,rabi_2023_24,1_1_1120,2023-11-01_to_2024-04-15,1,sample_1_1_1120,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",105.94857,0.00019866228,0.8748425,0.010276208,46.16683,0.0,0.5279572,97.141884,0.0014624,158.9027,120.698166,0.00019866228,0.0,0.30256346,105.94857
1_1_1121,healthy,0,30.853267253783848,75.40323747606645,rabi_2023_24,1_1_1121,2023-11-01_to_2024-04-15,1,sample_1_1_1121,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",93.13253,0.007243514,0.8702073,-9999.0,39.098984,0.005905807,0.5464463,87.61545,0.0018903017,139.67955,109.34229,0.007243514,0.005905807,-0.13909204,93.13253
1_1_1123,healthy,0,30.73091671208677,75.44366166385183,rabi_2023_24,1_1_1123,2023-11-01_to_2024-04-15,1,sample_1_1_1123,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",98.72818,0.0049967766,0.8996421,-9999.0,49.445316,0.0,0.5558995,91.20736,0.0087608695,148.07465,113.06417,0.0049967766,0.0,0.6444359,98.72818
1_1_1124,healthy,0,30.76038145340589,75.55110017183253,rabi_2023_24,1_1_1124,2023-11-01_to_2024-04-15,1,sample_1_1_1124,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",97.02674,0.0035769343,0.8957903,0.02348696,41.82913,0.0073662996,0.5599738,92.42954,5.7041645e-05,145.52364,112.490074,0.0035769343,0.0073662996,3.6018395,97.02674
1_1_1127,healthy,0,30.78014438965652,75.45731605617046,rabi_2023_24,1_1_1127,2023-11-01_to_2024-04-15,1,sample_1_1_1127,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",98.99098,0.005271435,0.8725982,0.012298625,41.39573,0.003362596,0.54926425,91.01204,0.008646607,148.46617,114.547935,0.005271435,0.003362596,0.20178196,98.99098
1_1_1128,healthy,0,30.86278939579552,75.468994154864,rabi_2023_24,1_1_1128,2023-11-01_to_2024-04-15,1,sample_1_1_1128,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",88.561165,0.0015003085,0.9055097,-9999.0,30.854515,0.0,0.54989976,87.10142,0.0075317025,132.82295,103.08695,0.0015003085,0.0,1.1321712,88.561165
1_1_1130,healthy,0,30.777808769917808,75.40826804165752,rabi_2023_24,1_1_1130,2023-11-01_to_2024-04-15,1,sample_1_1_1130,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",88.22313,0.00797528,0.8726962,-9999.0,40.83057,0.004705906,0.56073684,84.97757,0.0,132.31905,104.08333,0.00797528,0.004705906,-2.701081,88.22313
1_1_1133,healthy,0,30.81733464241907,75.4291089562491,rabi_2023_24,1_1_1133,2023-11-01_to_2024-04-15,1,sample_1_1_1133,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",88.33346,0.0032038093,0.9014193,-9999.0,35.401028,0.002136588,0.5647046,83.50019,0.003446281,132.48218,103.304855,0.0032038093,0.002136588,-1.0731007,88.33346
1_1_1136,healthy,0,30.73181502737089,75.4621669587047,rabi_2023_24,1_1_1136,2023-11-01_to_2024-04-15,1,sample_1_1_1136,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",96.95119,0.00067281723,0.84640336,0.011810525,45.761448,0.0004850626,0.52056766,89.37059,0.008691847,145.40886,114.06259,0.00067281723,0.0004850626,31.012234,96.95119
1_1_1137,healthy,0,30.747266050257743,75.4524651536362,rabi_2023_24,1_1_1137,2023-11-01_to_2024-04-15,1,sample_1_1_1137,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",98.40684,0.0035677552,0.89178586,0.015668578,38.72456,0.002065897,0.52611494,91.29366,0.0018103719,147.59126,114.98117,0.0035677552,0.002065897,-0.52553326,98.40684
1_1_1138,healthy,0,30.78176135716793,75.53762544257073,rabi_2023_24,1_1_1138,2023-11-01_to_2024-04-15,1,sample_1_1_1138,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",92.871956,0.0,0.8924037,0.021667728,33.58797,0.0,0.5463917,90.83844,0.012848914,139.28935,108.04156,0.0,0.0,1.1436661,92.871956
1_1_1142,healthy,0,30.73181502737089,75.54822556292335,rabi_2023_24,1_1_1142,2023-11-01_to_2024-04-15,1,sample_1_1_1142,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",98.442116,0.014936805,0.8911674,0.016628435,46.41482,0.000644505,0.5607379,95.40646,0.0027253032,147.64601,115.27415,0.014936805,0.000644505,1.0525975,98.442116
1_1_1143,healthy,0,30.80098530424809,75.40521376969151,rabi_2023_24,1_1_1143,2023-11-01_to_2024-04-15,1,sample_1_1_1143,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",93.3422,0.00079137087,0.8941627,0.020651292,38.1639,0.00811404,0.56509745,89.1495,0.0049087405,139.9942,109.000916,0.00079137087,0.00811404,0.27381164,93.3422
1_1_1145,healthy,0,30.799727662850326,75.52882195278636,rabi_2023_24,1_1_1145,2023-11-01_to_2024-04-15,1,sample_1_1_1145,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",105.1005,0.00473994,0.89001125,0.017021703,46.61718,0.0006811023,0.5546354,96.37539,0.0,157.63176,119.864395,0.00473994,0.0006811023,0.44782647,105.1005
1_1_1148,healthy,0,30.78984619472501,75.44905155555655,rabi_2023_24,1_1_1148,2023-11-01_to_2024-04-15,1,sample_1_1_1148,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",96.05177,0.0,0.87021774,0.021328725,35.86271,0.0,0.52304316,93.154434,0.01907742,144.05676,112.691025,0.0,0.0,0.7005258,96.05177
1_1_1150,healthy,0,30.76738831262202,75.63985372190353,rabi_2023_24,1_1_1150,2023-11-01_to_2024-04-15,1,sample_1_1_1150,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",101.74288,0.009869099,0.9133479,0.021055352,41.22502,0.0,0.56050116,95.292015,0.008862853,152.59395,115.755775,0.009869099,0.0,1.6663697,101.74288
1_1_1153,healthy,0,30.796134401713847,75.59008705516331,rabi_2023_24,1_1_1153,2023-11-01_to_2024-04-15,1,sample_1_1_1153,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",81.70252,0.0,0.88834476,-9999.0,35.300045,0.0,0.53576547,78.19766,0.0016179085,122.53857,95.622025,0.0,0.0,-0.76852363,81.70252
1_1_1154,healthy,0,30.75481189864435,75.5117539623881,rabi_2023_24,1_1_1154,2023-11-01_to_2024-04-15,1,sample_1_1_1154,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",99.39574,0.018088758,0.88753057,0.010698662,46.47712,0.0053619742,0.5559528,91.611435,0.00063091516,149.07564,114.31241,0.018088758,0.0053619742,0.6670956,99.39574
1_1_1155,healthy,0,30.86153175439775,75.41994614035107,rabi_2023_24,1_1_1155,2023-11-01_to_2024-04-15,1,sample_1_1_1155,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",85.95977,0.0022929907,0.87411773,-9999.0,23.47876,0.005392015,0.527725,86.28242,0.04973036,128.91898,101.313515,0.0022929907,0.005392015,-0.94619316,85.95977
1_1_1158,healthy,0,30.753733920303407,75.58595480485637,rabi_2023_24,1_1_1158,2023-11-01_to_2024-04-15,1,sample_1_1_1158,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",117.197235,0.014340818,0.8373178,0.003279569,43.99556,0.0045992434,0.4523936,106.24963,0.00967592,175.77005,134.90677,0.014340818,0.0045992434,1.1832759,117.197235
1_1_1159,healthy,0,30.821826218839664,75.40862736777117,rabi_2023_24,1_1_1159,2023-11-01_to_2024-04-15,1,sample_1_1_1159,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",90.3624,0.0043753386,0.8330742,0.013952534,29.57637,0.004016012,0.4733617,87.84558,0.014709532,135.52202,109.19268,0.0043753386,0.004016012,1.4390665,90.3624
1_1_1161,healthy,0,30.725347157325228,75.64757923334696,rabi_2023_24,1_1_1161,2023-11-01_to_2024-04-15,1,sample_1_1_1161,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",122.87447,0.030412793,0.9214791,0.0019796283,54.858986,0.0,0.4778633,104.78263,0.06289226,184.29279,135.29584,0.030412793,0.0,18.361038,122.87447
1_1_1163,healthy,0,30.79254114057737,75.5530764654576,rabi_2023_24,1_1_1163,2023-11-01_to_2024-04-15,1,sample_1_1_1163,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",92.47877,0.0,0.854238,-9999.0,42.871635,0.0,0.529683,87.78128,0.0,138.70122,108.48102,0.0,0.0,-0.27056736,92.47877
1_1_1168,healthy,0,30.843745111772183,75.42569535816945,rabi_2023_24,1_1_1168,2023-11-01_to_2024-04-15,1,sample_1_1_1168,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",89.66181,0.0019389391,0.87680006,0.014152106,32.421474,0.0038968325,0.53261995,91.54483,0.017029941,134.4742,106.66084,0.0019389391,0.0038968325,0.2904868,89.66181
1_1_1174,healthy,0,30.732533679598184,75.47240775294365,rabi_2023_24,1_1_1174,2023-11-01_to_2024-04-15,1,sample_1_1_1174,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",95.5079,0.012782872,0.8907146,0.021614172,36.497047,0.005055487,0.52296704,93.5808,0.0027232766,143.2446,112.57389,0.012782872,0.005055487,3.5169013,95.5079
1_1_1182,healthy,0,30.82326352329426,75.45030919695432,rabi_2023_24,1_1_1182,2023-11-01_to_2024-04-15,1,sample_1_1_1182,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",69.70905,0.0,0.7331681,-9999.0,27.872704,0.0,0.43189216,72.78308,0.010883987,104.550995,89.51185,0.0,0.0,-1.1654506,69.70905
1_1_1192,healthy,0,30.715825015313563,75.4645025784434,rabi_2023_24,1_1_1192,2023-11-01_to_2024-04-15,1,sample_1_1_1192,0.1000000014901161,"{""type"":""MultiPoint"",""coordinates"":[]}",106.59569,0.0017054081,0.8844409,0.006420337,52.508896,0.0018378496,0.5585884,95.28491,0.0025601387,159.87325,121.86392,0.0017054081,0.0018378496,0.6801386,106.59569
1_2_1,stressed,1,30.73235401654136,75.48821810194416,rabi_2023_24,1_2_1,2023-11-01_to_2024-04-15,1,sample_1_2_1,2.9457099437713623,"{""type"":""MultiPoint"",""coordinates"":[]}",84.49499,0.014394224,0.7888266,0.014483007,20.456022,0.018160045,0.3791292,77.777824,0.0067349076,126.72129,104.409584,0.014394224,0.018160045,-0.49252734,84.49499
1_2_2,stressed,1,30.798290358395736,75.46234662176151,rabi_2023_24,1_2_2,2023-11-01_to_2024-04-15,1,sample_1_2_2,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",98.758354,0.054458916,0.8895485,0.02229998,25.298883,0.1874207,0.5209002,90.047935,0.07772267,148.11807,113.534706,0.054458916,0.1874207,-0.33986256,98.758354
1_2_7,stressed,1,30.78230034633841,75.49863855923995,rabi_2023_24,1_2_7,2023-11-01_to_2024-04-15,1,sample_1_2_7,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",88.92191,0.19771928,0.7555509,2.7647386e-06,29.055716,0.19040738,0.35507688,82.916245,0.11899066,133.36514,111.98069,0.19771928,0.19040738,3.3939235,88.92191
1_2_9,stressed,1,30.84572140539725,75.46737718735258,rabi_2023_24,1_2_9,2023-11-01_to_2024-04-15,1,sample_1_2_9,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",75.41572,0.7167517,0.9041798,-0.0031669897,18.407625,0.5313722,0.4881356,72.3347,0.49792045,113.10896,91.23054,0.7167517,0.5313722,-1.6134325,75.41572
1_2_11,stressed,1,30.75211695279199,75.45228549057938,rabi_2023_24,1_2_11,2023-11-01_to_2024-04-15,1,sample_1_2_11,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",68.74286,0.2997373,0.72045505,0.014220377,9.727781,0.23725796,0.33219716,70.6875,0.18949652,103.09938,90.767456,0.2997373,0.23725796,-0.6983752,68.74286
1_2_15,stressed,1,30.828473751942152,75.48121124272802,rabi_2023_24,1_2_15,2023-11-01_to_2024-04-15,1,sample_1_2_15,1.7762079238891602,"{""type"":""MultiPoint"",""coordinates"":[]}",88.555176,0.031376064,0.86253184,0.020083196,26.58142,0.040837705,0.50384444,85.2598,0.040732026,132.81148,106.881004,0.031376064,0.040837705,-0.008256842,88.555176
1_2_17,stressed,1,30.72804210317759,75.46306527398882,rabi_2023_24,1_2_17,2023-11-01_to_2024-04-15,1,sample_1_2_17,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",61.906475,0.35341948,0.81106406,0.019539526,10.068795,0.26545098,0.36110103,64.63876,0.20955524,92.847595,79.60817,0.35341948,0.26545098,-1.005415,61.906475
1_2_18,stressed,1,30.7672086495652,75.51265227767222,rabi_2023_24,1_2_18,2023-11-01_to_2024-04-15,1,sample_1_2_18,2.6834089756011963,"{""type"":""MultiPoint"",""coordinates"":[]}",84.16993,0.15164691,0.7126338,-9999.0,33.462307,0.032428443,0.33862177,80.76254,0.10826433,126.2399,104.81757,0.15164691,0.032428443,0.26765475,84.16993
1_2_22,stressed,1,30.7589441489513,75.41275961807813,rabi_2023_24,1_2_22,2023-11-01_to_2024-04-15,1,sample_1_2_22,0.2474991977214813,"{""type"":""MultiPoint"",""coordinates"":[]}",85.815254,0.026147604,0.85833526,-9999.0,31.719618,0.013032377,0.5230252,83.52017,0.038062632,128.70563,102.85107,0.026147604,0.013032377,-0.4494277,85.815254
1_2_28,stressed,1,30.771340899872147,75.49935721146724,rabi_2023_24,1_2_28,2023-11-01_to_2024-04-15,1,sample_1_2_28,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",84.675255,0.19149554,0.820793,0.0037172413,20.912575,0.19251604,0.4090339,76.03236,0.19513261,126.99573,101.680214,0.19149554,0.19251604,3.474538,84.675255
1_2_30,stressed,1,30.76020179034907,75.42749198873769,rabi_2023_24,1_2_30,2023-11-01_to_2024-04-15,1,sample_1_2_30,0.0651354864239692,"{""type"":""MultiPoint"",""coordinates"":[]}",99.08353,0.021662712,0.8808801,0.013853862,41.626644,0.013237059,0.54206836,92.495476,0.015658915,148.6057,115.20544,0.021662712,0.013237059,-0.72840255,99.08353
1_2_31,stressed,1,30.85847748243174,75.49738091784218,rabi_2023_24,1_2_31,2023-11-01_to_2024-04-15,1,sample_1_2_31,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",85.14658,0.04722315,0.8398075,0.01679862,24.189522,0.0,0.44885084,85.16319,0.00854677,127.700554,105.2948,0.04722315,0.0,-0.2812354,85.14658
1_2_32,stressed,1,30.866921646102465,75.48462484080768,rabi_2023_24,1_2_32,2023-11-01_to_2024-04-15,1,sample_1_2_32,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",91.2937,0.03883779,0.8908267,-9999.0,36.700737,0.0,0.5324182,87.24884,0.027627647,136.92113,106.46547,0.03883779,0.0,-0.3327834,91.2937
1_2_46,stressed,1,30.79487676031608,75.42874963013544,rabi_2023_24,1_2_46,2023-11-01_to_2024-04-15,1,sample_1_2_46,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",98.25118,0.057602823,0.865894,0.012488966,41.009533,0.00493598,0.5081765,92.413956,0.068307936,147.35571,115.67238,0.057602823,0.00493598,0.4070965,98.25118
1_2_48,stressed,1,30.75535088781482,75.52343206108165,rabi_2023_24,1_2_48,2023-11-01_to_2024-04-15,1,sample_1_2_48,2.38964581489563,"{""type"":""MultiPoint"",""coordinates"":[]}",102.42606,0.062331736,0.8890271,0.010357004,46.080788,0.017776132,0.5089888,94.4389,0.032115757,153.62082,118.736206,0.062331736,0.017776132,3.3152149,102.42606
1_2_49,stressed,1,30.80745317429375,75.61685685063007,rabi_2023_24,1_2_49,2023-11-01_to_2024-04-15,1,sample_1_2_49,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",90.38542,0.0034495592,0.89219254,-9999.0,36.94692,0.017353892,0.5321778,87.279015,0.018266976,135.56145,105.07517,0.0034495592,0.017353892,-4.419914,90.38542
1_2_51,stressed,1,30.793259792804665,75.49253001530793,rabi_2023_24,1_2_51,2023-11-01_to_2024-04-15,1,sample_1_2_51,3.0,"{""type"":""MultiPoint"",""coordinates"":[]}",69.24691,0.2988996,0.814218,0.014139946,7.8137784,0.31055212,0.38947368,66.58595,0.19750592,103.8542,87.10769,0.2988996,0.31055212,0.6475176,69.24691
1_2_58,stressed,1,30.839792524522057,75.49055372168287,rabi_2023_24,1_2_58,2023-11-01_to_2024-04-15,1,sample_1_2_58,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",81.980415,0.05425793,0.832932,0.02115468,20.676933,0.0,0.42862928,79.651955,0.054397285,122.95266,101.7136,0.05425793,0.0,-7.4337535,81.980415
1_2_65,stressed,1,30.760920442576364,75.53259487697966,rabi_2023_24,1_2_65,2023-11-01_to_2024-04-15,1,sample_1_2_65,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",95.57362,0.01710701,0.88041925,0.022939043,36.40423,0.027092338,0.5119036,90.30919,0.0057329535,143.34157,110.9947,0.01710701,0.027092338,-0.20312358,95.57362
1_2_70,stressed,1,30.814280370453066,75.58954806599284,rabi_2023_24,1_2_70,2023-11-01_to_2024-04-15,1,sample_1_2_70,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",90.302414,0.0,0.87470603,-9999.0,33.244606,0.022272766,0.48221007,88.124855,0.0,135.43564,106.904305,0.0,0.022272766,0.40086076,90.302414
1_2_71,stressed,1,30.773137530440387,75.66015564732464,rabi_2023_24,1_2_71,2023-11-01_to_2024-04-15,1,sample_1_2_71,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",107.90196,0.013406992,0.8755808,0.0027657151,44.35051,0.037728786,0.5007065,100.898544,0.0,161.83017,122.56462,0.013406992,0.037728786,1.0214317,107.90196
1_2_72,stressed,1,30.836917915612872,75.46342460010246,rabi_2023_24,1_2_72,2023-11-01_to_2024-04-15,1,sample_1_2_72,2.959679126739502,"{""type"":""MultiPoint"",""coordinates"":[]}",85.2054,0.017233491,0.8111403,0.013361076,26.767864,0.055553257,0.4314983,82.05295,0.0,127.790726,105.475,0.017233491,0.055553257,0.027350264,85.2054
1_2_76,stressed,1,30.74223548466668,75.56619186860574,rabi_2023_24,1_2_76,2023-11-01_to_2024-04-15,1,sample_1_2_76,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",95.62174,0.17092985,0.7032133,-0.002862183,29.309715,0.022065505,0.24195845,92.7809,0.075547755,143.40929,119.382256,0.17092985,0.022065505,0.9358728,95.62174
1_2_92,stressed,1,30.82793476277168,75.46773651346624,rabi_2023_24,1_2_92,2023-11-01_to_2024-04-15,1,sample_1_2_92,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",83.0129,0.058690846,0.8910053,-9999.0,30.762838,0.007854462,0.5174197,77.59258,0.04013872,124.50092,98.066895,0.058690846,0.007854462,0.3184184,83.0129
1_2_100,stressed,1,30.82254487106696,75.40090185632775,rabi_2023_24,1_2_100,2023-11-01_to_2024-04-15,1,sample_1_2_100,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",94.86329,0.010682881,0.8970943,0.022229027,35.992348,0.013631821,0.54955447,93.46615,0.004554689,142.27495,111.02125,0.010682881,0.013631821,0.20940718,94.86329
1_2_102,stressed,1,30.866023330818347,75.45983133896598,rabi_2023_24,1_2_102,2023-11-01_to_2024-04-15,1,sample_1_2_102,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",84.978775,0.03016901,0.8935015,-9999.0,32.68377,0.002153933,0.5190334,83.65374,0.008924007,127.44791,100.948814,0.03016901,0.002153933,-0.5333493,84.978775
1_2_104,stressed,1,30.813382055168944,75.42515636899897,rabi_2023_24,1_2_104,2023-11-01_to_2024-04-15,1,sample_1_2_104,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",72.20185,0.011165619,0.81116563,-9999.0,25.01127,0.011730641,0.47979885,72.685,0.008075595,108.28734,89.22579,0.011165619,0.011730641,-2.6783817,72.20185
1_2_119,stressed,1,30.85111129710196,75.6524301358812,rabi_2023_24,1_2_119,2023-11-01_to_2024-04-15,1,sample_1_2_119,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",105.22031,0.024815857,0.91267353,0.00809725,44.43813,0.0,0.52361184,98.47797,0.020780385,157.81192,120.80225,0.024815857,0.0,2.7580276,105.22031
1_2_121,stressed,1,30.76954426930391,75.64272833081272,rabi_2023_24,1_2_121,2023-11-01_to_2024-04-15,1,sample_1_2_121,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",90.538124,0.004447818,0.8747062,-9999.0,35.24648,0.036545575,0.52344996,87.24792,0.008310437,135.79103,105.148865,0.004447818,0.036545575,-4.1085515,90.538124
1_2_130,stressed,1,30.759123812008124,75.39569162767985,rabi_2023_24,1_2_130,2023-11-01_to_2024-04-15,1,sample_1_2_130,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",81.676476,0.041271985,0.8366943,-9999.0,37.937347,0.0015772581,0.5609117,76.21809,0.03757465,122.49896,98.02816,0.041271985,0.0015772581,2.1626308,81.676476
